prefix_type,address,privkey_hex,privkey_decimal
PATTERN:12c,12c2W4cicYmfpzTZvBLXRusB4PkW9cFs3P,,
PATTERN:12c,12c2eSZcC7GxX4gbC922LLGKTBb8a5AB4t,,
PATTERN:12c,12c2eSZcC7GxX4gbC922LLGKTBb8a5AB4t,,
PATTERN:12c,12c31VgKJeEfBwUN8hV7Bx8A7MgQXEMRua,,
PATTERN:12c,12c31VgKJeEfBwUN8hV7Bx8A7MgQXEMRua,,
PATTERN:12c,12c3QxLpvgsrtLyA3QyvmSwc18mUnJMGSv,,
PATTERN:12c,12c3QxLpvgsrtLyA3QyvmSwc18mUnJMGSv,,
PATTERN:12c,12c3wzNGGv1bikupsHs6kQNa7PEFzn8gGH,,
PATTERN:12c,12c3wzNGGv1bikupsHs6kQNa7PEFzn8gGH,,
PATTERN:12c,12c5TZrXd4x4jwjfgYbDeAHL3n4nVrJ5BE,,
PATTERN:12c,12c5TZrXd4x4jwjfgYbDeAHL3n4nVrJ5BE,,
PATTERN:12c,12c5Zv4E9c28f8nC4EX2VehUefWLWEMc1L,,
PATTERN:12c,12c5Zv4E9c28f8nC4EX2VehUefWLWEMc1L,,
PATTERN:12c,12c6HbyGbbpfELRqrMyrmjiS59CqqPaw6R,,
PATTERN:12c,12c6HbyGbbpfELRqrMyrmjiS59CqqPaw6R,,
PATTERN:12c,12c6ejYfhAJRugpsyWhQzHo69jzAPsCQBj,,
PATTERN:12c,12c6ejYfhAJRugpsyWhQzHo69jzAPsCQBj,,
PATTERN:12c,12c6oM2CCDgyGCH3SR9VFg4bRJHtHL5a5f,,
PATTERN:12c,12c6oM2CCDgyGCH3SR9VFg4bRJHtHL5a5f,,
PATTERN:12c,12c7FkvonMQF6e1B4JKb2hhiJWRWcphCmW,,
PATTERN:12c,12c7FkvonMQF6e1B4JKb2hhiJWRWcphCmW,,
PATTERN:12c,12c7aaui2XFJf9HuFvMCCYk7Rv9tNmxKsp,,
PATTERN:12c,12c7aaui2XFJf9HuFvMCCYk7Rv9tNmxKsp,,
PATTERN:12c,12c87otAiiQKxTnqcRD9QWoyGzdae2HhLa,,
PATTERN:12c,12c87otAiiQKxTnqcRD9QWoyGzdae2HhLa,,
PATTERN:12c,12c8PV55QezVw9sxsbdD54NcwMXGuxJgmJ,,
PATTERN:12c,12c8PV55QezVw9sxsbdD54NcwMXGuxJgmJ,,
PATTERN:12c,12cD1ZHMKvE5GtDsUvqipbndkSAL9iBeP5,,
PATTERN:12c,12cD1ZHMKvE5GtDsUvqipbndkSAL9iBeP5,,
PATTERN:12c,12cDnGpC4gxpSDqMRvd9sKCqC74bqDSG62,,
PATTERN:12c,12cDnGpC4gxpSDqMRvd9sKCqC74bqDSG62,,
PATTERN:12c,12cEfETuwhS99BAvj8vERKNuJKsNP4sp1j,,
PATTERN:12c,12cEfETuwhS99BAvj8vERKNuJKsNP4sp1j,,
PATTERN:12c,12cFStxVnJwv2xg6QRLaqwSs8GMdb6nF1p,,
PATTERN:12c,12cFStxVnJwv2xg6QRLaqwSs8GMdb6nF1p,,
PATTERN:12c,12cFr6Uk1A8kYEerqtuiGETW8YvsMS6QAn,,
PATTERN:12c,12cFr6Uk1A8kYEerqtuiGETW8YvsMS6QAn,,
PATTERN:12c,12cG696amsqdWzF3LEZXjhRph1Bc3hdBY5,,
PATTERN:12c,12cG696amsqdWzF3LEZXjhRph1Bc3hdBY5,,
PATTERN:12c,12cGH4gJ19ktfK5AKbbcDrLcWiFoQG1VLf,,
PATTERN:12c,12cGH4gJ19ktfK5AKbbcDrLcWiFoQG1VLf,,
PATTERN:12c,12cGKN3q6b2fVqfpSBfXig6S3pMgiXMMp4,,
PATTERN:12c,12cGKN3q6b2fVqfpSBfXig6S3pMgiXMMp4,,
PATTERN:12c,12cGR81HCENKD7RaL6UxmdQCL3GHcRXNWv,,
PATTERN:12c,12cGR81HCENKD7RaL6UxmdQCL3GHcRXNWv,,
PATTERN:12c,12cGbQviURekF4iEkoYHrisPZQGjDxHqyw,,
PATTERN:12c,12cGbQviURekF4iEkoYHrisPZQGjDxHqyw,,
PATTERN:12c,12cHSDAjzYpGCi7dDDSbpZMT17SVihag7f,,
PATTERN:12c,12cHSDAjzYpGCi7dDDSbpZMT17SVihag7f,,
PATTERN:12c,12cHq4geHMr7WrKehgUNy7sTDAYyuFgF5X,,
PATTERN:12c,12cHq4geHMr7WrKehgUNy7sTDAYyuFgF5X,,
PATTERN:12c,12cJ1oFQsWz8t1Px8szEpuvPCv26advScP,,
PATTERN:12c,12cJ1oFQsWz8t1Px8szEpuvPCv26advScP,,
PATTERN:12c,12cJqbosBCPFKa4phmaqnYdAyYCNuH8qXv,,
PATTERN:12c,12cJqbosBCPFKa4phmaqnYdAyYCNuH8qXv,,
PATTERN:12c,12cJyKyRkCLecpccgj7zejwxZSqiXAVf29,,
PATTERN:12c,12cJyKyRkCLecpccgj7zejwxZSqiXAVf29,,
PATTERN:12c,12cL7a3tNSGJWVECwKvWo7krMYoTGUumdC,,
PATTERN:12c,12cL7a3tNSGJWVECwKvWo7krMYoTGUumdC,,
PATTERN:12c,12cLEzkGU87iFAeDbcxfvTxRExieg5reP1,,
PATTERN:12c,12cLEzkGU87iFAeDbcxfvTxRExieg5reP1,,
PATTERN:12c,12cLMjz7hE7TQuMDU59T4S9gTA9DqAKoj8,,
PATTERN:12c,12cLMjz7hE7TQuMDU59T4S9gTA9DqAKoj8,,
PATTERN:12c,12cMopYQ1tRvw4x7xQ5wAVgDLpmFukc62k,,
PATTERN:12c,12cMopYQ1tRvw4x7xQ5wAVgDLpmFukc62k,,
PATTERN:12c,12cPD7apNkehSsu65NignuNb7ui6gz6Lyq,,
PATTERN:12c,12cPD7apNkehSsu65NignuNb7ui6gz6Lyq,,
PATTERN:12c,12cPUegvec2Dmb9Lq663jJNvdtwf3xwjoo,,
PATTERN:12c,12cPUegvec2Dmb9Lq663jJNvdtwf3xwjoo,,
PATTERN:12c,12cPXzoBfZvPNHzLhXGrdQD5HV8Lu9SEwv,,
PATTERN:12c,12cPXzoBfZvPNHzLhXGrdQD5HV8Lu9SEwv,,
PATTERN:12c,12cPaS8AyKDiM9CwijJnh2GrqHEdMrXTPW,,
PATTERN:12c,12cPaS8AyKDiM9CwijJnh2GrqHEdMrXTPW,,
PATTERN:12c,12cQ4ZrupKzUKRdMUKhLNUio2ZnqXFVYrQ,,
PATTERN:12c,12cQ4ZrupKzUKRdMUKhLNUio2ZnqXFVYrQ,,
PATTERN:12c,12cQX13xQXWfNK5KpmLoo4GKLf7GHCvZCT,,
PATTERN:12c,12cQX13xQXWfNK5KpmLoo4GKLf7GHCvZCT,,
PATTERN:12c,12cS7GakX9CoiuQQzVmFVC9FYRrqry1Juj,,
PATTERN:12c,12cS7GakX9CoiuQQzVmFVC9FYRrqry1Juj,,
PATTERN:12c,12cSKBGDmgWxMu2uqkw7oC1qpdLuVi2d55,,
PATTERN:12c,12cSKBGDmgWxMu2uqkw7oC1qpdLuVi2d55,,
PATTERN:12c,12cSab32GW5su1cWqguVp3V8CZ2e8UQP5X,,
PATTERN:12c,12cSab32GW5su1cWqguVp3V8CZ2e8UQP5X,,
PATTERN:12c,12cSdWJveGvZ5x5v9jGN3bacBQgCxqwc6A,,
PATTERN:12c,12cSdWJveGvZ5x5v9jGN3bacBQgCxqwc6A,,
PATTERN:12c,12cSdiERkTL8mkxBTmPT2h5gJ9z9aBtFtp,,
PATTERN:12c,12cSdiERkTL8mkxBTmPT2h5gJ9z9aBtFtp,,
PATTERN:12c,12cShR8ASKcJCPTWcmK4YJAQ4wEg7AKmeQ,,
PATTERN:12c,12cShR8ASKcJCPTWcmK4YJAQ4wEg7AKmeQ,,
PATTERN:12c,12cTSGxskk9eV9F7kXgwmka8D6zusHjH3A,,
PATTERN:12c,12cTSGxskk9eV9F7kXgwmka8D6zusHjH3A,,
PATTERN:12c,12cUMyJNehihQBGbX2yZ8KRi7MpwfrfnW2,,
PATTERN:12c,12cUMyJNehihQBGbX2yZ8KRi7MpwfrfnW2,,
PATTERN:12c,12cUaWZoWB219p3xddStEPMNc4eEyAu1JU,,
PATTERN:12c,12cUaWZoWB219p3xddStEPMNc4eEyAu1JU,,
PATTERN:12c,12cVyy63uNQsdKJShJ6xLNnY14hcanR3xn,,
PATTERN:12c,12cVyy63uNQsdKJShJ6xLNnY14hcanR3xn,,
PATTERN:12c,12cWDwDTvJKWdrq4UtFZvukPaVsH7uxVGF,,
PATTERN:12c,12cWDwDTvJKWdrq4UtFZvukPaVsH7uxVGF,,
PATTERN:12c,12cWS8MHoqz86Am4EV2PuMjxMzVB2iL48y,,
PATTERN:12c,12cWS8MHoqz86Am4EV2PuMjxMzVB2iL48y,,
PATTERN:12c,12cWtHniVzXzsWiNvVDS7cEKcWyeEfTeYY,,
PATTERN:12c,12cWtHniVzXzsWiNvVDS7cEKcWyeEfTeYY,,
PATTERN:12c,12cY4pQWVBvnPCFQzoXHK2C5gwsKmn4S6W,,
PATTERN:12c,12cY4pQWVBvnPCFQzoXHK2C5gwsKmn4S6W,,
PATTERN:12c,12cY7CNihvJwz3pTzraT3aH6fNMpWtZW9C,,
PATTERN:12c,12cY7CNihvJwz3pTzraT3aH6fNMpWtZW9C,,
PATTERN:12c,12cYh6hCzR6VXaQPB5yypF77Wga2AgF8Wi,,
PATTERN:12c,12cYh6hCzR6VXaQPB5yypF77Wga2AgF8Wi,,
PATTERN:12c,12cYw3dnmHqdzxnRJmpWwquQjUN1cWGBVs,,
PATTERN:12c,12cYw3dnmHqdzxnRJmpWwquQjUN1cWGBVs,,
PATTERN:12c,12cZiVAtiVu1uFnfpvBADRLAvRsWCjbfVs,,
PATTERN:12c,12cZiVAtiVu1uFnfpvBADRLAvRsWCjbfVs,,
PATTERN:12c,12caC6PTKcKLsHjGJdUS2hA1Li8v5e6UBa,,
PATTERN:12c,12caC6PTKcKLsHjGJdUS2hA1Li8v5e6UBa,,
PATTERN:12c,12cacwttH1zyFtvQDpAcuhVMR4APcqKAmQ,,
PATTERN:12c,12cacwttH1zyFtvQDpAcuhVMR4APcqKAmQ,,
PATTERN:12c,12cavQMXwcrZJfsz3iJmrptYcahG56hbJg,,
PATTERN:12c,12cavQMXwcrZJfsz3iJmrptYcahG56hbJg,,
PATTERN:12c,12cbTnc5BoN7daq5NufnV5UqzPRV2pcxTr,,
PATTERN:12c,12cbTnc5BoN7daq5NufnV5UqzPRV2pcxTr,,
PATTERN:12c,12cbm1WcksL91NM7atmRtCLkZsqxXfEooP,,
PATTERN:12c,12cbm1WcksL91NM7atmRtCLkZsqxXfEooP,,
PATTERN:12c,12cbuiW2GKSpP7raHbG2Ja4YLKARmaTJqb,,
PATTERN:12c,12cbuiW2GKSpP7raHbG2Ja4YLKARmaTJqb,,
PATTERN:12c,12ccYMDpRhnocuWBYzqpPMQ5w3Re8A89Rq,,
PATTERN:12c,12ccYMDpRhnocuWBYzqpPMQ5w3Re8A89Rq,,
PATTERN:12c,12ccmZAG6Si2UdMhB8ArARHPoMs36JT1cZ,,
PATTERN:12c,12ccmZAG6Si2UdMhB8ArARHPoMs36JT1cZ,,
PATTERN:12c,12cdm1Swo5jBseHKdqTdJ9bjEVDGsmUg7v,,
PATTERN:12c,12cdm1Swo5jBseHKdqTdJ9bjEVDGsmUg7v,,
PATTERN:12c,12ceiCamB5rnwRgyT2DDo7PJpnrQ5Dwr8K,,
PATTERN:12c,12ceiCamB5rnwRgyT2DDo7PJpnrQ5Dwr8K,,
PATTERN:12c,12cfDr4stM73NQuFyomuUemdhVmmhFiMfM,,
PATTERN:12c,12cfDr4stM73NQuFyomuUemdhVmmhFiMfM,,
PATTERN:12c,12cfJVBWyNutZ1BAf6wSaXKMh7wPCTtHML,,
PATTERN:12c,12cfJVBWyNutZ1BAf6wSaXKMh7wPCTtHML,,
PATTERN:12c,12cfN5QZ4DfGmvYJP1chkV719EjpNQKPgJ,,
PATTERN:12c,12cfN5QZ4DfGmvYJP1chkV719EjpNQKPgJ,,
PATTERN:12c,12cfoBafi7FGta94CsVCqGLG6yn78eJHMw,,
PATTERN:12c,12cfoBafi7FGta94CsVCqGLG6yn78eJHMw,,
PATTERN:12c,12cgE7yCzMgGB6UBUpxaZdC4QtFwwFL15k,,
PATTERN:12c,12cgE7yCzMgGB6UBUpxaZdC4QtFwwFL15k,,
PATTERN:12c,12cgTb7ugGLSdPLpMHwN36sByjNfVLB3Kp,,
PATTERN:12c,12cgTb7ugGLSdPLpMHwN36sByjNfVLB3Kp,,
PATTERN:12c,12ch9vFcd1NUb5Upy6YzNjHk5ZdG5WMp5o,,
PATTERN:12c,12ch9vFcd1NUb5Upy6YzNjHk5ZdG5WMp5o,,
PATTERN:12c,12ciN8TaxAM74LzdoEYwDEZ69dZyG6c48d,,
PATTERN:12c,12ciN8TaxAM74LzdoEYwDEZ69dZyG6c48d,,
PATTERN:12c,12ciNdQN8mbssUbjrmTT4k85ZUZKqU2fij,,
PATTERN:12c,12ciNdQN8mbssUbjrmTT4k85ZUZKqU2fij,,
PATTERN:12c,12cjKAoc7NzLESJCEGKXrumDAK5GpmLucD,,
PATTERN:12c,12cjKAoc7NzLESJCEGKXrumDAK5GpmLucD,,
PATTERN:12c,12ckKcEHqgRFGeSnoqc1Buw9WqKFJ7MZeN,,
PATTERN:12c,12ckKcEHqgRFGeSnoqc1Buw9WqKFJ7MZeN,,
PATTERN:12c,12cmH6NqE39wiTkhS1nyLFzYMHJyCwv43r,,
PATTERN:12c,12cmH6NqE39wiTkhS1nyLFzYMHJyCwv43r,,
PATTERN:12c,12coqxDycrdphW2R2zWoquY2GuZ1aEL7Yq,,
PATTERN:12c,12coqxDycrdphW2R2zWoquY2GuZ1aEL7Yq,,
PATTERN:12c,12cosKY8ze4wTyUPRVzkuoe6D6p9kLcaKt,,
PATTERN:12c,12cosKY8ze4wTyUPRVzkuoe6D6p9kLcaKt,,
PATTERN:12c,12cozaHb8EiqsubogkWuKWAA9HWaC5LJBn,,
PATTERN:12c,12cozaHb8EiqsubogkWuKWAA9HWaC5LJBn,,
PATTERN:12c,12cp3DVPp8T5kZ9HPp5g6k6f5K8yyxZdjJ,,
PATTERN:12c,12cp3DVPp8T5kZ9HPp5g6k6f5K8yyxZdjJ,,
PATTERN:12c,12cppGHTDMbkPoLAv72ZNGmEbn4YUE9VK9,,
PATTERN:12c,12cppGHTDMbkPoLAv72ZNGmEbn4YUE9VK9,,
PATTERN:12c,12cqh9gkqRLpPryKUJkBd8NQLzNi2LB6Lr,,
PATTERN:12c,12cqh9gkqRLpPryKUJkBd8NQLzNi2LB6Lr,,
PATTERN:12c,12crCYb6tZ95BvxRSA8BBour1xRnYubrnG,,
PATTERN:12c,12crCYb6tZ95BvxRSA8BBour1xRnYubrnG,,
PATTERN:12c,12crL6jGRHD4HCTfqthk2WkQPhcHpUfn6g,,
PATTERN:12c,12crL6jGRHD4HCTfqthk2WkQPhcHpUfn6g,,
PATTERN:12c,12creWn7YWA96PGixD1PEzoTAWwXY5jmW2,,
PATTERN:12c,12creWn7YWA96PGixD1PEzoTAWwXY5jmW2,,
PATTERN:12c,12crktpskcGku22iCBZ8F9uGYPdo1nE5dw,,
PATTERN:12c,12crktpskcGku22iCBZ8F9uGYPdo1nE5dw,,
PATTERN:12c,12csi2sCc64w2tL4dLmvWtsBkntkJa73CB,,
PATTERN:12c,12csi2sCc64w2tL4dLmvWtsBkntkJa73CB,,
PATTERN:12c,12ctQUh1APxMM3EGdEv2VrxLC9tDLb8FvU,,
PATTERN:12c,12ctQUh1APxMM3EGdEv2VrxLC9tDLb8FvU,,
PATTERN:12c,12cvPSF37YLmjUEKdj8EPqjiXywQKYMg3H,,
PATTERN:12c,12cvPSF37YLmjUEKdj8EPqjiXywQKYMg3H,,
PATTERN:12c,12cwBvZozaouSPAXuPXnoVxNvpN86KUTmq,,
PATTERN:12c,12cwBvZozaouSPAXuPXnoVxNvpN86KUTmq,,
PATTERN:12c,12cxTradH77sm9NqX9seW51cCwPfvcPWT5,,
PATTERN:12c,12cxTradH77sm9NqX9seW51cCwPfvcPWT5,,
PATTERN:12c,12cxxGCaPAJpD9ibDdBfPvqYnNkLVLYX2W,,
PATTERN:12c,12cxxGCaPAJpD9ibDdBfPvqYnNkLVLYX2W,,
PATTERN:12c,12cySHXDYpbjpsj85TJ6RknnyWmraxxkAb,,
PATTERN:12c,12cySHXDYpbjpsj85TJ6RknnyWmraxxkAb,,
PATTERN:12c,12czc4NAKQLy6QSxMHxxPDQYA37qaMBZRz,,
PATTERN:12c,12czc4NAKQLy6QSxMHxxPDQYA37qaMBZRz,,
PATTERN:1Bit,1Bit38r5xeFm7Fn7uEiMxtxoCbxgqfae1L,,
PATTERN:1Bit,1BitcTghGv81Cxv6Pf2VTFJPLrBKQeCfyW,,
PATTERN:1HL,1HL2z4yu78ehEG52hUsPbTstcPwF7hmQxL,,
PATTERN:1HL,1HL3BXM2cm8ZtFpHoXStLgHM1K5qth55op,,
PATTERN:1HL,1HL4bWENbAyoUGCrebXt32zMm8FTg2NXUf,,
PATTERN:1HL,1HL4qJL4xBcyYqYWbvbSLzXecDqyZPWopK,,
PATTERN:1HL,1HL4rANRGasTf9zdsLEK4jHbg9wYSDQmfK,,
PATTERN:1HL,1HL4vijvsSwfeS21SR6LNSTys7hf1oygc8,,
PATTERN:1HL,1HL5AsiN198KrFjP5dGKkJCWDjb5Mar9Ye,,
PATTERN:1HL,1HL5zr27eYmF1h365xzgsWcbGR3jMAWEDD,,
PATTERN:1HL,1HL6xvcbM4JPaF5HAcBXiFLxqoU7EbJEvN,,
PATTERN:1HL,1HL7S6gbyF9k3wdyimHdUzmzbYR6A9vqas,,
PATTERN:1HL,1HL9xHX3HeH7C6y6MfpjKFqNgu76KgF5uS,,
PATTERN:1HL,1HLA2EqfMTaqhS9PeyKbPr71PuaywpKRJu,,
PATTERN:1HL,1HLBdiCzL1W6q9rrgntV2d2xDXffPgZ2b9,,
PATTERN:1HL,1HLC4NsVZdzCsX41UMST7kGSQrzPE3ny6n,,
PATTERN:1HL,1HLD473zzkZtAsUL3qxLEDRzGqd5toqG13,,
PATTERN:1HL,1HLDVvZAK5FejG2vbBXkP78atmrQgsQZ8n,,
PATTERN:1HL,1HLDzGt4gTHsAQJpm2aCcjhiuxX7ARfQNB,,
PATTERN:1HL,1HLEdzHtETygHJ79vMH86GNxHUXKLj4jhq,,
PATTERN:1HL,1HLEigKjg4zUQKjQ3Ttq1bQ4JwHEMygJWR,,
PATTERN:1HL,1HLF62R1k27z2P5j3tTKfoKUAb9ZcubJVS,,
PATTERN:1HL,1HLGBUk9mdDxT6VcMJ2hxzw8GKA7mcqn8M,,
PATTERN:1HL,1HLGhz8nZp2DuDdK3awvMPPTGmPwjRyRaq,,
PATTERN:1HL,1HLH6t36jj9D9oX6nUGkEWdSnMRLUrs7HM,,
PATTERN:1HL,1HLHDoAdxhqsf4Y2SuuMVvqY8TLYrYZjrT,,
PATTERN:1HL,1HLJMHeZ1Ujt2fCKYigwcQsT23kJiFzEi1,,
PATTERN:1HL,1HLJMN64A7L8WxHX48foKmnnMCRK9G41Yt,,
PATTERN:1HL,1HLJjWTCxgWUGrNNhqJBnVun4m4qZNHU8s,,
PATTERN:1HL,1HLJjoMwqAXmh3RnNgbutyvqFEAKKT1LGv,,
PATTERN:1HL,1HLK2uPVwLTfWip2AAc4ofjeND1VG6zoji,,
PATTERN:1HL,1HLL3QWCj2wTGB1HHbm8iHcJSsSgtZVjhN,,
PATTERN:1HL,1HLLrgSuLnt3mdXQGv6sXcgz7F5LjaVaBB,,
PATTERN:1HL,1HLMj7rdzdw18e9iMrizdCvMad5DnHRjLx,,
PATTERN:1HL,1HLNxwFTPFWgqoyWmbGw2GhmXEbqcFQ7HE,,
PATTERN:1HL,1HLNyG1xG1s9RD78brq7DgDDncj1QUL9Mj,,
PATTERN:1HL,1HLRVBDUgoQRdMytx7PBj2xb27C63r3XCU,,
PATTERN:1HL,1HLTBXHJzC1LjgZeZS1LmH2JRj7MuAnt8u,,
PATTERN:1HL,1HLUVWDJJEiSMzKyjEeFn4qQ33nWTyDmJF,,
PATTERN:1HL,1HLVcb4Ck2ZUdRDjR3u7AUDQTPnZkUtYG8,,
PATTERN:1HL,1HLVu3KtQ9uDZD5GKWLAhb6tc8DZSdBxuZ,,
PATTERN:1HL,1HLWVhnvrrRrPJWKCKbXMHxy9imXkutvT5,,
PATTERN:1HL,1HLXyzfK964hLJkLUm2732zhwQF5fUBwZv,,
PATTERN:1HL,1HLYQS77Yyy1MHT3ccBPKicxMeNuMYPiZU,,
PATTERN:1HL,1HLYUPumjZfZgbUZDcAaL42GVNmxYXfYdk,,
PATTERN:1HL,1HLZ7nSiCp4kPUyMh1K3r7vA8r9Qf7WFX8,,
PATTERN:1HL,1HLZHoJnzipUGohnbeh8tgWH8xkqEFktGA,,
PATTERN:1HL,1HLaVfaZGKF4A55319LpC4QTftcQfZqDSE,,
PATTERN:1HL,1HLbNfyYM1GvFPmUL7BHLxkFQg4vv6o24G,,
PATTERN:1HL,1HLcAkESXcsXoa8kj42VMbyzd7ftg6PT72,,
PATTERN:1HL,1HLebsCFH4UzQtYDfMZku4uuHLBmWVCtQD,,
PATTERN:1HL,1HLf7unB2Gp18BDQo63U4AEtGo8pYwnKQC,,
PATTERN:1HL,1HLfCZZG47pw95mr7bnKxAfWwy71WDaJMq,,
PATTERN:1HL,1HLfqeecmiHATAsAqhrEsoNq2tyU1EBe7B,,
PATTERN:1HL,1HLggTawEn85XfKwknEH23A3jG73c3Qg8J,,
PATTERN:1HL,1HLgnq31XAyyR94fg8f4yaAac78VVxkswT,,
PATTERN:1HL,1HLh7a5WJbdPZHr75TdYnQ2i6gKaWkCoSP,,
PATTERN:1HL,1HLhmXTuaAB9Jv7HdcTq3Qs8VypZ6eUsvg,,
PATTERN:1HL,1HLhrboF3sYjcNJZwPZjaZR3XvxjgCNqF1,,
PATTERN:1HL,1HLieS1ouzk7MEsw3mDhmPGgck4p3SgVr4,,
PATTERN:1HL,1HLiy5v1JAdu2acWtnAdZLo6JpvNJ7cRQ5,,
PATTERN:1HL,1HLj8LhWa3LJReWBamsMcHj7XndUzaNXaa,,
PATTERN:1HL,1HLjwSDMhprrADMrRF7twurTQH9zCnXT1X,,
PATTERN:1HL,1HLm1FZ2wSSfXT2dBr2pHttbdfcBss1LPQ,,
PATTERN:1HL,1HLn6RUgWHxmWriSnFiVNTuiByoeYFWLvq,,
PATTERN:1HL,1HLnDyG4A1uiXoy399UBJjCKRHJ3S6G15c,,
PATTERN:1HL,1HLnPBAHZbxocbyxaakDqcdxq4c1EdxmbT,,
PATTERN:1HL,1HLnPMbHu8qBhPjQ2rN1MWixyvvAzRrWb6,,
PATTERN:1HL,1HLneRKA8iMQLftb5nAyQo8QA4HogkewuC,,
PATTERN:1HL,1HLngK64wXu781TVykcUTrxU3r4pptvATF,,
PATTERN:1HL,1HLnm5iMf4wp23GCcajBn1BWDyAsX612CG,,
PATTERN:1HL,1HLpopYhCv5QrMeNAYU4ospVNuLumNfbYN,,
PATTERN:1HL,1HLppVXC6wftsuSHo6RA5Pdju1UoRCg1Fr,,
PATTERN:1HL,1HLq4LBZGhGpfXYWo28b8tcrzuHZgzAcCk,,
PATTERN:1HL,1HLrXQ2hiVa1HzcQ1ucJzrGbR4mC2m5cdX,,
PATTERN:1HL,1HLsh8JTvd8RubFzhx8rEijZFjfwihT79g,,
PATTERN:1HL,1HLuk9swYehUKQCdRJ9W6cC1MurZ8MSoPa,,
PATTERN:1HL,1HLwfrF2ertFZBNbFdaG8tJoV1Tz41V5mb,,
PATTERN:1HL,1HLwxksediFwKkUgrruRHM3XU5RCBgTDzF,,
PATTERN:1HL,1HLxrMP3wLx6qUYo3fT1aiR2Qgxnad9VUq,,
PATTERN:1HL,1HLxrPotLvVzxUaQyTCxadmTTK2Ko11xs6,,
PATTERN:1HL,1HLxujaeYRBUScQ45MjYVd7NyFCTrr54Eh,,
PATTERN:1HL,1HLyCwu8jXPsegKnnpKKQo2XrWuzfif7Uh,,
PATTERN:1HL,1HLyshhdzQiqRnC4TUhcfaM3XqdETC8sKw,,
PATTERN:1HL,1HLzMTxoR5LJFJy4LPvzqzE9C8eiFRg1xT,,
